Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
Fin w/spade rudder,Masthead Sloop,8.00 m,6.10 m,2.48 m,30.01 m<sup>2</sup>,1.25 m,"1,500 kg",600 kg,23.34,40.01,184.27,FG,,1975,,E. G. van de Stadt,14.30,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delanta-80-dehler/pdf"">PDF</a>",DELANTA 80 (DEHLER),02477.jpg,,Dehler Yachts (GER),,,Farymann/Vire,Diesel,,11 L,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,8.00 m,6.10 m,2.48 m,30.01 m<sup>2</sup>,1.25 m,"1,500 kg",600 kg,23.34,40.01,184.27,FG,,1975,,E. G. van de Stadt,14.30,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delanta-80-dehler/pdf"">PDF</a>",DELANTA 80 (DEHLER),02478.jpg,,Dehler Yachts (GER),,,Farymann/Vire,Diesel,,11 L,,,,,,,,,
Fin w/spade rudder,Fractional  Sloop,8.58 m,7.00 m,2.74 m,38.09 m<sup>2</sup>,1.66 m,"2,600 kg","1,300 kg",20.54,50.00,211.14,FG,,1974,30,Andre Mauric,19.38,2.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delph-28/pdf"">PDF</a>",DELPH 28,02479.jpg,,Artecna (FRA),,1979,Lombardini,Diesel,,,,,,,,,,,
Fin w/spade rudder,Fractional  Sloop,8.58 m,7.00 m,2.74 m,38.09 m<sup>2</sup>,1.66 m,"2,600 kg","1,300 kg",20.54,50.00,211.14,FG,,1974,30,Andre Mauric,19.38,2.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delph-28/pdf"">PDF</a>",DELPH 28,02480.jpg,,Artecna (FRA),,1979,Lombardini,Diesel,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,9.61 m,8.20 m,3.20 m,41.90 m<sup>2</sup>,1.83 m,"4,900 kg","2,200 kg",14.82,44.89,247.76,FG,,1974,42,Andre Mauric,25.75,1.90,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delph-32/pdf"">PDF</a>",DELPH 32,02481.jpg,,Artecna (FRA),MD1B,1982,Volvo Penta,Diesel,,68 L,,91 L,,,,,,,
Swing Keel,Fractional  Sloop,6.60 m,6.00 m,2.54 m,,1.54 m,"1,600 kg",420 kg,,26.25,206.58,FG,Iron,1999,,Jacek Centkowski,15.96,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-22/pdf"">PDF</a>",DELPHIA 22,02482.jpg,0.45 m,Delphia Yachts,,2003,,,,,,,,,,,,,
Swing Keel,Fractional  Sloop,6.60 m,6.00 m,2.54 m,,1.54 m,"1,600 kg",420 kg,,26.25,206.58,FG,Iron,1999,,Jacek Centkowski,15.96,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-22/pdf"">PDF</a>",DELPHIA 22,02483.jpg,0.45 m,Delphia Yachts,,2003,,,,,,,,,,,,,
Lifting Keel,Fractional  Sloop,7.70 m,,2.50 m,30.94 m<sup>2</sup>,1.62 m,900 kg,250 kg,33.82,27.77,,FG,,2005,,Andrzej Skrzat,,2.61,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-24-one-design/pdf"">PDF</a>",DELPHIA 24 ONE DESIGN,02484.jpg,,Delphia Yachts,,,,,,,,,,,,,,10.72 m,
Lifting Keel,Fractional  Sloop,7.70 m,,2.50 m,30.94 m<sup>2</sup>,1.62 m,900 kg,250 kg,33.82,27.77,,FG,,2005,,Andrzej Skrzat,,2.61,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-24-one-design/pdf"">PDF</a>",DELPHIA 24 ONE DESIGN,02485.jpg,,Delphia Yachts,,,,,,,,,,,,,,10.72 m,
Swing keel w/outboard rudder,Fractional  Sloop,8.15 m,,2.85 m,31.80 m<sup>2</sup>,1.40 m,"2,300 kg",700 kg,18.61,30.43,,FG,,2008,,Andrzej Skrzat,,2.18,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-26/pdf"">PDF</a>",DELPHIA 26,02486.jpg,0.33 m,Delphia Yachts (POL),,,,,,,,80 L,,,,,,,
Swing keel w/outboard rudder,Fractional  Sloop,8.15 m,,2.85 m,31.80 m<sup>2</sup>,1.40 m,"2,300 kg",700 kg,18.61,30.43,,FG,,2008,,Andrzej Skrzat,,2.18,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-26/pdf"">PDF</a>",DELPHIA 26,02487.jpg,0.33 m,Delphia Yachts (POL),,,,,,,,80 L,,,,,,,
Swing keel w/outboard rudder,Fractional  Sloop,9.15 m,,2.95 m,39.40 m<sup>2</sup>,1.45 m,"3,100 kg",800 kg,18.90,25.81,,FG,,2008,,Andrzej Skrzat,,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-28/pdf"">PDF</a>",DELPHIA 28,02488.jpg,0.40 m,Delphia Yachts (POL),,,,Diesel,20,80 L,1.77 m,25 L,,,,,,,
Swing keel w/outboard rudder,Fractional  Sloop,9.15 m,,2.95 m,39.40 m<sup>2</sup>,1.45 m,"3,100 kg",800 kg,18.90,25.81,,FG,,2008,,Andrzej Skrzat,,2.04,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-28/pdf"">PDF</a>",DELPHIA 28,02489.jpg,0.40 m,Delphia Yachts (POL),,,,Diesel,20,80 L,1.77 m,25 L,,,,,,,
Swing Keel,Fractional (7/8) Sloop,8.60 m,7.67 m,2.98 m,32.52 m<sup>2</sup>,1.50 m,"3,600 kg","1,200 kg",14.12,33.34,222.47,FG,,2004,,Andrzej Skrzat,22.56,1.96,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-29-2004-2007/pdf"">PDF</a>",DELPHIA 29 (2004-2007),02490.jpg,0.58 m,Delphia Yachts,D1-20,2007,Volvo Penta,"Diesel, shaft",19,70 L,1.88 m,75 L,,,,,,12.35 m,
Swing Keel,Fractional (7/8) Sloop,8.70 m,7.67 m,2.98 m,44.00 m<sup>2</sup>,1.69 m,"3,800 kg","1,200 kg",18.43,31.58,234.83,FG,,2008,,Andrzej Skrzat,23.73,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-292/pdf"">PDF</a>",DELPHIA 29.2,02491.jpg,0.70 m,Delphia Yachts,D1-20,2012,Volvo Penta,"Diesel, shaft",19,70 L,1.88 m,142 L,,,,,,12.80 m,
Fin w/bulb & spade rudder,Fractional  Sloop,9.85 m,9.07 m,3.40 m,45.35 m<sup>2</sup>,1.85 m,"5,100 kg","1,650 kg",15.62,32.36,190.64,FG,Iron,2012,,Andrzej Skrzat,22.94,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-31/pdf"">PDF</a>",DELPHIA 31,02492.jpg,,Delphia Yachts,,,,Diesel,30,100 L,,150 L,,,,,,13.87 m,
Fin w/bulb & spade rudder,Fractional  Sloop,9.85 m,9.07 m,3.40 m,45.35 m<sup>2</sup>,1.85 m,"5,100 kg","1,650 kg",15.62,32.36,190.64,FG,Iron,2012,,Andrzej Skrzat,22.94,1.99,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-31/pdf"">PDF</a>",DELPHIA 31,02493.jpg,,Delphia Yachts,,,,Diesel,30,100 L,,150 L,,,,,,13.87 m,
Fin w/bulb & spade rudder,Fractional  Sloop,9.98 m,9.53 m,3.48 m,40.32 m<sup>2</sup>,1.78 m,"5,200 kg","1,330 kg",13.71,25.58,167.70,FG,,2008,,Andrzej Skrzat,21.81,2.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-33/pdf"">PDF</a>",DELPHIA 33,02494.jpg,,Delphia Yachts,,,Volvo,Diesel,18,125 L,,208 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,9.98 m,9.53 m,3.48 m,40.32 m<sup>2</sup>,1.78 m,"5,200 kg","1,330 kg",13.71,25.58,167.70,FG,,2008,,Andrzej Skrzat,21.81,2.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-33/pdf"">PDF</a>",DELPHIA 33,02495.jpg,,Delphia Yachts,,,Volvo,Diesel,18,125 L,,208 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.35 m,9.53 m,3.47 m,49.24 m<sup>2</sup>,1.85 m,"5,000 kg","1,420 kg",17.18,28.40,161.25,FG,Lead,2011,,Andrzej Skrzat,20.83,2.05,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-333/pdf"">PDF</a>",DELPHIA 33.3,02496.jpg,,Delphia Yachts (POL),,,Volvo,Diesel,30,125 L,,210 L,,,,,,14.95 m,
Keel/CB & spade rudder,Fractional  Sloop,11.14 m,,3.61 m,63.10 m<sup>2</sup>,1.95 m,"6,600 kg","2,100 kg",18.30,31.82,,FG,,2010,,Andrzej Skrzat,,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-373/pdf"">PDF</a>",DELPHIA 37.3,02497.jpg,0.77 m,Delphia Yachts (POL),,,,Diesel,40,80 L,,230 L,,,,,,,
Keel/CB & spade rudder,Fractional  Sloop,11.14 m,,3.61 m,63.10 m<sup>2</sup>,1.95 m,"6,600 kg","2,100 kg",18.30,31.82,,FG,,2010,,Andrzej Skrzat,,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-373/pdf"">PDF</a>",DELPHIA 37.3,02498.jpg,0.77 m,Delphia Yachts (POL),,,,Diesel,40,80 L,,230 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,11.95 m,11.05 m,3.94 m,65.59 m<sup>2</sup>,2.18 m,"8,250 kg","2,760 kg",16.39,33.46,170.46,FG,,2003,,Andrzej Skrzat,25.04,1.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-40/pdf"">PDF</a>",DELPHIA 40,02499.jpg,,Delphia Yachts,,,Volvo,Diesel,40,208 L,,348 L,,,,,,16.99 m,
Fin w/bulb & spade rudder,Fractional  Sloop,11.95 m,11.05 m,3.94 m,65.59 m<sup>2</sup>,2.18 m,"8,250 kg","2,760 kg",16.39,33.46,170.46,FG,,2003,,Andrzej Skrzat,25.04,1.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-40/pdf"">PDF</a>",DELPHIA 40,02500.jpg,,Delphia Yachts,,,Volvo,Diesel,40,208 L,,348 L,,,,,,16.99 m,
Fin w/bulb & spade rudder,Fractional  Sloop,12.35 m,11.05 m,3.94 m,67.91 m<sup>2</sup>,2.27 m,"8,600 kg","2,760 kg",16.51,32.09,177.69,FG,,2015,,Andrzej Skrzat,25.83,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-403/pdf"">PDF</a>",DELPHIA 40.3,02501.jpg,,Delphia Yachts,,,,Diesel,55,210 L,,320 L,,,,,,17.01 m,
Fin w/bulb & spade rudder,Fractional  Sloop,12.35 m,11.05 m,3.94 m,67.91 m<sup>2</sup>,2.27 m,"8,600 kg","2,760 kg",16.51,32.09,177.69,FG,,2015,,Andrzej Skrzat,25.83,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-403/pdf"">PDF</a>",DELPHIA 40.3,02502.jpg,,Delphia Yachts,,,,Diesel,55,210 L,,320 L,,,,,,17.01 m,
Keel/CB & spade rudder,Fractional  Sloop,14.48 m,,4.48 m,119.05 m<sup>2</sup>,2.00 m,"14,000 kg","4,500 kg",20.92,32.14,,FG,,2010,,Andrzej Skrzat,,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-46cc/pdf"">PDF</a>",DELPHIA 46CC,02503.jpg,1.25 m,Delphia Yachts (POL),,,,Diesel,110,400 L,,600 L,,,,,,,
Keel/CB & spade rudder,Fractional  Sloop,14.48 m,,4.48 m,119.05 m<sup>2</sup>,2.00 m,"14,000 kg","4,500 kg",20.92,32.14,,FG,,2010,,Andrzej Skrzat,,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-46cc/pdf"">PDF</a>",DELPHIA 46CC,02504.jpg,1.25 m,Delphia Yachts (POL),,,,Diesel,110,400 L,,600 L,,,,,,,
Keel/CB & spade rudder,Fractional  Sloop,14.48 m,,4.48 m,112.20 m<sup>2</sup>,2.00 m,"14,300 kg","5,300 kg",19.44,37.06,,FG,,2009,,Andrzej Skrzat,,1.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-47/pdf"">PDF</a>",DELPHIA 47,02505.jpg,1.25 m,Delphia Yachts (POL),,,,Diesel,75,250 L,,490 L,,,,,,,
Keel/CB & spade rudder,Fractional  Sloop,14.48 m,,4.48 m,112.20 m<sup>2</sup>,2.00 m,"14,300 kg","5,300 kg",19.44,37.06,,FG,,2009,,Andrzej Skrzat,,1.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delphia-47/pdf"">PDF</a>",DELPHIA 47,02506.jpg,1.25 m,Delphia Yachts (POL),,,,Diesel,75,250 L,,490 L,,,,,,,
Lifting Keel,Fractional  Sloop,7.45 m,6.16 m,2.74 m,22.02 m<sup>2</sup>,1.50 m,"1,955 kg",,14.36,,233.09,FG,,1980,80,David Thomas,16.64,2.21,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delta-25-hunter/pdf"">PDF</a>",DELTA 25 (HUNTER),02507.jpg,0.30 m,Hunter Boats (UK),,1986,,,,,,,,,,,,,
Fin w/spade rudder,Fractional  Sloop,9.35 m,7.60 m,3.04 m,40.51 m<sup>2</sup>,1.80 m,"3,900 kg","1,590 kg",16.68,40.77,247.73,FG,Iron,1983,300,Peter Norlin,23.30,1.95,2.17,11.00 m,3.40 m,11.50 m,3.80 m,,,18.69 m<sup>2</sup>,21.86 m<sup>2</sup>,16.69,11.51 m,"<a class="""" href=""https://sailboatdata.com/sailboat/delta-31-albin/pdf"">PDF</a>",DELTA 31 (ALBIN),02508.jpg,,Albin Marine (SWE),1GM,1986,Yanmar,Diesel,8,,,,,,,,,,
Fin with rudder on skeg,Masthead Sloop,9.24 m,6.71 m,2.69 m,38.09 m<sup>2</sup>,1.65 m,"3,538 kg","1,542 kg",16.73,43.59,327.02,FG,,1971,17,Sparkman & Stephens,27.03,1.78,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/delta-94/pdf"">PDF</a>",DELTA 94,02509.jpg,,Delta Yacht Construction (UK),,,,,,,,,,,,,,,
Centerboard Dinghy,Fractional  Sloop,4.65 m,3.81 m,1.60 m,10.78 m<sup>2</sup>,0.96 m,125 kg,,43.93,,62.86,FG,,1961,,U. van Essen / Charles Teeter,3.50,3.23,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/demon/pdf"">PDF</a>",DEMON,02510.jpg,0.18 m,Advance Sailboat Corp.,,,,,,,,,,,,,,,
Centerboard Dinghy,Fractional  Sloop,4.65 m,3.81 m,1.60 m,10.78 m<sup>2</sup>,0.96 m,125 kg,,43.93,,62.86,FG,,1961,,U. van Essen / Charles Teeter,3.50,3.23,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/demon/pdf"">PDF</a>",DEMON,02511.jpg,0.18 m,Advance Sailboat Corp.,,,,,,,,,,,,,,,
Long keel w/trans. hung rudder,Cutter,10.67 m,8.84 m,3.35 m,61.13 m<sup>2</sup>,1.52 m,"7,475 kg","2,268 kg",16.32,30.34,301.66,Steel (single chine),Lead,1979,,Charles Whittolz,33.92,1.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/departure-35/pdf"">PDF</a>",DEPARTURE 35,02512.jpg,,Mooney Marine Inc. (USA,MD-11D,,Volvo Penta,Diesel,23,189 L,,,,,,,,,
Centerboard Dinghy,Fractional  Sloop,4.53 m,3.89 m,1.85 m,11.15 m<sup>2</sup>,0.91 m,143 kg,,41.52,,67.85,FG,,1978,1500,Sparkman & Stephens,3.28,3.58,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/designers-choice-howmar/pdf"">PDF</a>",DESIGNERS CHOICE (HOWMAR),02513.jpg,0.13 m,Howmar Boats Inc.(USA),,1983,,,,,,,,,,,,,
Centerboard (Trunk),Gaff head  Ketch,6.63 m,5.50 m,2.13 m,15.14 m<sup>2</sup>,1.17 m,550 kg,,22.97,,92.24,FG,,1970,,,7.32,2.63,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/devon-coaster/pdf"">PDF</a>",DEVON COASTER,02514.jpg,0.30 m,Honnor Marine Ltd.,,,,,,,,,,,,,,,
Keel/Cbrd.,Masthead  Yawl,4.88 m,4.88 m,1.88 m,15.51 m<sup>2</sup>,1.37 m,431 kg,142 kg,27.70,33.05,103.54,FG,,1968,,Michael Quick,8.12,2.51,5.39,2.44 m,4.57 m,6.10 m,2.74 m,,,5.57 m<sup>2</sup>,8.36 m<sup>2</sup>,24.88,5.18 m,"<a class="""" href=""https://sailboatdata.com/sailboat/devon-yawl/pdf"">PDF</a>",DEVON YAWL,02515.jpg,0.28 m,Classic Boat (USA) John Lack (UK),,,,,,,,,,,3.05 m,0.91 m,,,
Keel/Cbrd.,Masthead  Yawl,4.88 m,4.88 m,1.88 m,15.51 m<sup>2</sup>,1.37 m,431 kg,142 kg,27.70,33.05,103.54,FG,,1968,,Michael Quick,8.12,2.51,5.39,2.44 m,4.57 m,6.10 m,2.74 m,,,5.57 m<sup>2</sup>,8.36 m<sup>2</sup>,24.88,5.18 m,"<a class="""" href=""https://sailboatdata.com/sailboat/devon-yawl/pdf"">PDF</a>",DEVON YAWL,02516.jpg,0.28 m,Classic Boat (USA) John Lack (UK),,,,,,,,,,,3.05 m,0.91 m,,,
Trimaran Dbrd.,Frac. Sloop (Rotating Spar),7.24 m,7.24 m,5.62 m,32.98 m<sup>2</sup>,1.50 m,450 kg,,57.21,,33.06,"FG sandwich UD carbon reinforcement, PVC foam",,2014,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/diam-24/pdf"">PDF</a>",DIAM 24,02517.jpg,,"ADH Inotec, ",,,,,,,,,,1.46,,,,12.19 m,
Trimaran Dbrd.,Frac. Sloop (Rotating Spar),7.24 m,7.24 m,5.62 m,32.98 m<sup>2</sup>,1.50 m,450 kg,,57.21,,33.06,"FG sandwich UD carbon reinforcement, PVC foam",,2014,,VPLP Design,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/diam-24/pdf"">PDF</a>",DIAM 24,02518.jpg,,"ADH Inotec, ",,,,,,,,,,1.46,,,,12.19 m,
Catamaran Twin Dbrd.,Frac. Sloop (Rotating Spar),5.49 m,,2.60 m,21.09 m<sup>2</sup>,0.91 m,181 kg,,66.98,,,Polyeser-PVC sandwich w/ carbon,,2003,,B. Desjoyeaux,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/diam-3/pdf"">PDF</a>",DIAM 3,02519.jpg,0.12 m,ADH Inotec (FRA),,2006,,,,,,,,N/A,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,7.35 m,5.75 m,2.50 m,25.92 m<sup>2</sup>,1.25 m,"1,100 kg",420 kg,24.79,38.19,161.38,FG,Lead,1988,,Jan Kjaerulff,11.12,2.44,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/diamant-2000/pdf"">PDF</a>",DIAMANT 2000,02520.jpg,,Ott Yacht GmbH (GER),,,,,,,,,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.39 m,8.30 m,2.50 m,45.99 m<sup>2</sup>,1.65 m,"2,800 kg",900 kg,23.61,32.14,136.49,FG,Lead,1988,50,Jan Kjaerulff,19.75,1.79,4.95,12.00 m,3.65 m,14.00 m,4.45 m,,,21.91 m<sup>2</sup>,31.15 m<sup>2</sup>,27.24,12.54 m,"<a class="""" href=""https://sailboatdata.com/sailboat/diamant-3000/pdf"">PDF</a>",DIAMANT 3000,02521.jpg,,Ott Yacht GmbH (GER),,1998,Nanni,Diesel,,30 L,,11 L,www.diamant3000.org,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,10.39 m,8.30 m,2.50 m,45.99 m<sup>2</sup>,1.65 m,"2,800 kg",900 kg,23.61,32.14,136.49,FG,Lead,1988,50,Jan Kjaerulff,19.75,1.79,4.95,12.00 m,3.65 m,14.00 m,4.45 m,,,21.91 m<sup>2</sup>,31.15 m<sup>2</sup>,27.24,12.54 m,"<a class="""" href=""https://sailboatdata.com/sailboat/diamant-3000/pdf"">PDF</a>",DIAMANT 3000,02522.jpg,,Ott Yacht GmbH (GER),,1998,Nanni,Diesel,,30 L,,11 L,www.diamant3000.org,,,,,,
Long keel w/trans. hung rudder,Masthead Sloop,8.23 m,6.17 m,2.34 m,27.13 m<sup>2</sup>,1.22 m,"2,722 kg","1,361 kg",14.19,50.00,322.57,FG,,1963,12,Alan Buchanan,27.58,1.69,1.38,9.14 m,3.05 m,7.54 m,3.51 m,,,13.94 m<sup>2</sup>,13.22 m<sup>2</sup>,14.21,9.64 m,"<a class="""" href=""https://sailboatdata.com/sailboat/diamond-27/pdf"">PDF</a>",DIAMOND 27,02523.jpg,,"Thames Marine Ltd, (UK)",,1966,Vire,Gas,6,,,57 L,,,,,,,
Long keel w/trans. hung rudder,Masthead Sloop,8.23 m,6.17 m,2.34 m,27.13 m<sup>2</sup>,1.22 m,"2,722 kg","1,361 kg",14.19,50.00,322.57,FG,,1963,12,Alan Buchanan,27.58,1.69,1.38,9.14 m,3.05 m,7.54 m,3.51 m,,,13.94 m<sup>2</sup>,13.22 m<sup>2</sup>,14.21,9.64 m,"<a class="""" href=""https://sailboatdata.com/sailboat/diamond-27/pdf"">PDF</a>",DIAMOND 27,02524.jpg,,"Thames Marine Ltd, (UK)",,1966,Vire,Gas,6,,,57 L,,,,,,,
Long Keel,Masthead  Ketch,9.75 m,8.08 m,3.05 m,39.48 m<sup>2</sup>,1.22 m,"3,629 kg","1,361 kg",17.05,37.50,191.91,Wood planked single chine,lead,1959,,Ted E. Graves,20.45,2.00,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-32/pdf"">PDF</a>",DICKERSON 32,02525.jpg,,"Dickerson Boatbuilders, Inc. (USA)",,,,,25,,,,,,,,,,
Long Keel,Masthead  Ketch,9.75 m,8.08 m,3.05 m,39.48 m<sup>2</sup>,1.22 m,"3,629 kg","1,361 kg",17.05,37.50,191.91,Wood planked single chine,lead,1959,,Ted E. Graves,20.45,2.00,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-32/pdf"">PDF</a>",DICKERSON 32,02526.jpg,,"Dickerson Boatbuilders, Inc. (USA)",,,,,25,,,,,,,,,,
Keel/Cbrd.,Masthead  Ketch,10.67 m,8.18 m,3.18 m,54.81 m<sup>2</sup>,2.13 m,"5,443 kg","1,814 kg",18.07,33.33,277.38,Wood,,1965,,Ernest Tucker,27.92,1.82,1.66,12.01 m,3.55 m,10.67 m,3.96 m,,,21.35 m<sup>2</sup>,21.14 m<sup>2</sup>,14.01,12.53 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-35/pdf"">PDF</a>",DICKERSON 35,02527.jpg,1.22 m,Dickerson Boat Builders (USA),,,,,,,,,,,8.10 m,3.05 m,,,
Keel/Cbrd.,Masthead  Ketch,10.67 m,8.18 m,3.18 m,54.81 m<sup>2</sup>,2.13 m,"5,443 kg","1,814 kg",18.07,33.33,277.38,Wood,,1965,,Ernest Tucker,27.92,1.82,1.66,12.01 m,3.55 m,10.67 m,3.96 m,,,21.35 m<sup>2</sup>,21.14 m<sup>2</sup>,14.01,12.53 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-35/pdf"">PDF</a>",DICKERSON 35,02528.jpg,1.22 m,Dickerson Boat Builders (USA),,,,,,,,,,,8.10 m,3.05 m,,,
Keel/Cbrd.,Masthead  Ketch,10.67 m,8.48 m,3.18 m,65.50 m<sup>2</sup>,1.52 m,"6,940 kg",,18.37,,316.89,Wood single chine,,1958,,Charles Whittolz,34.77,1.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-35-whittholz/pdf"">PDF</a>",DICKERSON 35 (WHITTHOLZ),02529.jpg,1.30 m,Dickerson Yachts (USA),,,,,,,,,,,,,,,
Keel/Cbrd.,Masthead Sloop,10.97 m,8.18 m,3.18 m,51.93 m<sup>2</sup>,2.13 m,"5,897 kg","1,814 kg",16.23,30.77,300.49,Wood/FG,,1971,,Ernest Tucker,29.94,1.78,1.68,11.89 m,4.57 m,10.61 m,4.66 m,,,27.17 m<sup>2</sup>,24.73 m<sup>2</sup>,16.23,12.74 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-36/pdf"">PDF</a>",DICKERSON 36,02530.jpg,1.22 m,Dickerson Boat Builders (USA),W-40,,Westerbeke,Diesel,,,,,,,,,,,
Keel/Cbrd.,Masthead Sloop,10.97 m,8.18 m,3.18 m,51.93 m<sup>2</sup>,2.13 m,"5,897 kg","1,814 kg",16.23,30.77,300.49,Wood/FG,,1971,,Ernest Tucker,29.94,1.78,1.68,11.89 m,4.57 m,10.61 m,4.66 m,,,27.17 m<sup>2</sup>,24.73 m<sup>2</sup>,16.23,12.74 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-36/pdf"">PDF</a>",DICKERSON 36,02531.jpg,1.22 m,Dickerson Boat Builders (USA),W-40,,Westerbeke,Diesel,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,11.43 m,8.86 m,3.71 m,61.50 m<sup>2</sup>,2.13 m,"5,534 kg","2,563 kg",20.06,46.32,221.48,FG,Lead,1983,,Bruce Farr,21.39,2.12,2.77,14.90 m,4.35 m,13.03 m,4.46 m,,,32.41 m<sup>2</sup>,29.05 m<sup>2</sup>,20.04,15.52 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-37-farr/pdf"">PDF</a>",DICKERSON 37 (FARR),02532.jpg,,Dickerson Boatbuilders (USA),MD11,,Volvo,Diesel,20,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,11.43 m,8.86 m,3.71 m,61.50 m<sup>2</sup>,2.13 m,"5,534 kg","2,563 kg",20.06,46.32,221.48,FG,Lead,1983,,Bruce Farr,21.39,2.12,2.77,14.90 m,4.35 m,13.03 m,4.46 m,,,32.41 m<sup>2</sup>,29.05 m<sup>2</sup>,20.04,15.52 m,"<a class="""" href=""https://sailboatdata.com/sailboat/dickerson-37-farr/pdf"">PDF</a>",DICKERSON 37 (FARR),02533.jpg,,Dickerson Boatbuilders (USA),MD11,,Volvo,Diesel,20,,,,,,,,,,
