Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number,image_hash
10,13,4.8,4.0,1.8,11.8,0.94,136.0,,45.39,,59.3,86,-1,1967.0,,51,3.12,3.53,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair/pdf"">PDF</a>",1495,02219.jpg,0.12,Blue Water Marine (AUS),,,,,,,,,,,,,,,,ffffdf8787cf0e00
57,12,7.32,7.19,5.46,33.82,1.52,767.0,,41.14,,57.54,86,-1,1996.0,200.0,1030,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-24-mkii/pdf"">PDF</a>",1496,02220.jpg,0.3,Corsair Marine (USA),,2003.0,,,,,,,,1.13,,,,,,fd7f1c1c3c3f0600
57,12,8.23,8.0,5.82,41.34,1.5,1220.0,,36.9,,66.39,86,-1,1986.0,450.0,1030,,,5.01,,,10.16,3.91,,,,19.86,17.73,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-27/pdf"">PDF</a>",1497,02221.jpg,0.36,Corsair Marine (USA),,1996.0,,,,15 L,,68 L,,1.04,,,,,,ffff7f3c34000000
57,12,8.23,8.0,5.82,41.34,1.5,1220.0,,36.9,,66.39,86,-1,1986.0,450.0,1030,,,5.01,,,10.16,3.91,,,,19.86,17.73,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-27/pdf"">PDF</a>",1497,02222.jpg,0.36,Corsair Marine (USA),,1996.0,,,,15 L,,68 L,,1.04,,,,,,efefffffefcf8383
57,12,8.69,8.0,6.02,46.08,1.5,1220.0,,41.13,,66.39,86,-1,2001.0,,1030,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-28/pdf"">PDF</a>",1498,02223.jpg,0.36,Corsair Marine (USA),,,,,,,,,,1.1,,,,11.68,,fffbf3f3e3410040
57,12,8.69,8.0,6.02,46.08,1.5,1220.0,,41.13,,66.39,86,-1,2001.0,,1030,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-28/pdf"">PDF</a>",1498,02224.jpg,0.36,Corsair Marine (USA),,,,,,,,,,1.1,,,,11.68,,efcfc7c78f8f006f
57,12,8.7,8.0,6.1,46.08,1.5,1315.0,,39.13,,71.55,86,-1,2012.0,,452,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-28rs/pdf"">PDF</a>",1499,02225.jpg,0.36,Corsair Marine Int.,,,,,,,,,,1.06,,,,,,efe7efff85cf8383
57,12,10.97,10.67,7.8,65.96,1.83,2495.0,,36.57,,57.27,86,-1,2002.0,,451,,,8.16,12.75,4.62,13.37,4.93,,,29.46,32.94,34.59,13.56,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-36/pdf"">PDF</a>",1500,02226.jpg,0.61,Corsair Marine (USA),,,,,,,,,,1.06,,,,,1.47,ffffff7e78000000
57,12,10.97,10.67,7.8,65.96,1.83,2495.0,,36.57,,57.27,86,-1,2002.0,,451,,,8.16,12.75,4.62,13.37,4.93,,,29.46,32.94,34.59,13.56,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-36/pdf"">PDF</a>",1500,02227.jpg,0.61,Corsair Marine (USA),,,,,,,,,,1.06,,,,,1.47,efefefef81ff0383
23,30,10.87,9.27,3.81,61.5,1.5,7031.0,2996.0,17.1,42.61,245.81,86,-1,1983.0,106.0,602,25.91,2.01,2.22,14.63,4.57,12.8,4.39,,,33.45,28.09,17.11,15.33,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-36-westerly/pdf"">PDF</a>",1501,02228.jpg,,Westerly Yachts Ltd. (UK),2003.0,1986.0,Volvo,Diesel,28.0,159 L,,314 L,,,,,,,,ffffff300066fc1e
23,30,10.87,9.27,3.81,61.5,1.5,7031.0,2996.0,17.1,42.61,245.81,86,-1,1983.0,106.0,602,25.91,2.01,2.22,14.63,4.57,12.8,4.39,,,33.45,28.09,17.11,15.33,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-36-westerly/pdf"">PDF</a>",1501,02229.jpg,,Westerly Yachts Ltd. (UK),2003.0,1986.0,Volvo,Diesel,28.0,159 L,,314 L,,,,,,,,ffefe7fff7000181
57,13,11.27,,7.8,85.2,2.3,3050.0,,41.32,,,74,-1,2017.0,,450,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-37/pdf"">PDF</a>",1502,02230.jpg,0.5,Corsair Marine (AUS),,,,Outboard,20.0,,,,,,,,,,,fbe7f8284e7b1004
57,13,11.27,,7.8,85.2,2.3,3050.0,,41.32,,,74,-1,2017.0,,450,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-37/pdf"">PDF</a>",1502,02231.jpg,0.5,Corsair Marine (AUS),,,,Outboard,20.0,,,,,,,,,,,fffdfd990b0999ff
57,12,7.39,,5.46,38.1,1.6,950.0,,40.18,,,74,-1,2018.0,,726,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-760/pdf"">PDF</a>",1503,02232.jpg,0.3,Corsair Marine (AUS),,,,,,,,,,,,,,,,ffff00107e763010
57,12,7.39,,5.46,38.1,1.6,950.0,,40.18,,,74,-1,2018.0,,726,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-760/pdf"">PDF</a>",1503,02233.jpg,0.3,Corsair Marine (AUS),,,,,,,,,,,,,,,,30307078787c7c10
57,12,8.8,,6.8,51.5,1.6,1660.0,,37.45,,,74,-1,2019.0,,-1,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-880/pdf"">PDF</a>",1504,02234.jpg,0.45,Corsair Marine,,,,,,,,,,,,,,,,efe70748c3c7c3c0
57,12,8.8,,6.8,51.5,1.6,1660.0,,37.45,,,74,-1,2019.0,,-1,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-880/pdf"">PDF</a>",1504,02235.jpg,0.45,Corsair Marine,,,,,,,,,,,,,,,,f7f7f7f7f7e380c7
57,12,7.39,7.19,5.54,30.84,1.6,771.0,,37.37,,57.89,86,-1,2005.0,,1030,,,8.53,8.92,3.29,9.85,3.28,,,14.68,16.13,37.34,9.51,"<a class="""" href=""https://sailboatdata.com/sailboat/corsair-sprint-750/pdf"">PDF</a>",1505,02236.jpg,0.3,Corsair Marine (USA),,,,,,,,,,1.07,,,,,1.53,ffffffefef000800
34,13,5.5,4.65,1.92,15.98,0.99,560.0,150.0,23.95,26.8,155.15,445,-1,1954.0,,1171,10.21,2.35,4.15,5.64,2.17,6.65,2.89,2.4,5.79,6.12,9.61,23.58,6.04,"<a class="""" href=""https://sailboatdata.com/sailboat/corsaire/pdf"">PDF</a>",1506,02237.jpg,0.53,chantier naval Amiguet (FRA),,,,,,,,,,,,,,,,070fffffd7d7c700
34,13,5.5,4.65,1.92,15.98,0.99,560.0,150.0,23.95,26.8,155.15,445,-1,1954.0,,1171,10.21,2.35,4.15,5.64,2.17,6.65,2.89,2.4,5.79,6.12,9.61,23.58,6.04,"<a class="""" href=""https://sailboatdata.com/sailboat/corsaire/pdf"">PDF</a>",1506,02238.jpg,0.53,chantier naval Amiguet (FRA),,,,,,,,,,,,,,,,ffe7e7f7f500c381
34,13,4.88,4.14,2.06,13.01,1.22,386.0,136.0,25.01,35.29,151.52,86,-1,1973.0,,2218,7.21,2.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cortez-16/pdf"">PDF</a>",1507,02239.jpg,0.23,Recreational Products (USA),,,,,,,,,,,,,,,,ffffdfdfffff4400
23,30,9.25,6.9,3.02,32.98,1.72,2700.0,1350.0,17.35,50.0,228.97,86,-1,1971.0,5.0,824,17.37,2.19,2.42,10.64,3.78,9.2,2.8,,,20.11,12.88,17.35,11.29,"<a class="""" href=""https://sailboatdata.com/sailboat/costantini-30/pdf"">PDF</a>",1508,02240.jpg,,Costantini (FRA),,1976.0,,,,,,,,,,,,,,f7f7efefff000187
10,13,4.82,4.27,1.55,11.15,0.91,130.0,,44.27,,46.53,86,-1,1959.0,,1886,3.48,3.09,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cottontail/pdf"">PDF</a>",1509,02241.jpg,0.28,Holliday Yachts (USA),,,,,,,,,,,,,,,,ffffff5131200000
10,21,4.39,4.13,1.0,13.75,0.61,234.0,,36.91,,92.62,590,-1,1905.0,,2029,11.78,1.64,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cotuit-skiff/pdf"">PDF</a>",1510,02242.jpg,0.18,,,,,,,,,,,,,,,,,ffffff7f76000000
10,21,4.39,4.13,1.0,13.75,0.61,234.0,,36.91,,92.62,590,-1,1905.0,,2029,11.78,1.64,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cotuit-skiff/pdf"">PDF</a>",1510,02243.jpg,0.18,,,,,,,,,,,,,,,,,fbfdfdfcfebf0e80
3,13,5.72,,2.44,20.9,0.76,281.0,,49.59,,,145,-1,1962.0,,1792,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cougar-mk-iii/pdf"">PDF</a>",1511,02244.jpg,0.13,Prout (UK)/R. E. Brown Catamarans(USA),,,,,,,,,,,,,,,,fcfff7f7ef6c0000
25,30,10.06,8.99,3.51,44.59,1.52,6078.0,2291.0,13.66,37.69,233.02,86,-1,1980.0,,1028,26.21,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/countess-33-colvic/pdf"">PDF</a>",1512,02245.jpg,,Colvic Craft Ltd. (UK),,1988.0,,,,132 L,,189 L,,,,,,,,ffff0303a7838303
25,9,11.4,9.0,3.9,,1.7,8640.0,3500.0,,40.51,330.23,86,-1,1986.0,,1028,30.95,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/countess-37-colvic/pdf"">PDF</a>",1513,02246.jpg,,Colvic Craft,,,,,,,,,,,,,,,,ffffffffffff0103
40,28,13.56,9.3,3.66,78.69,1.62,11340.0,3629.0,15.91,32.0,393.36,86,57,1965.0,59.0,62,40.68,1.64,0.98,14.63,4.62,12.83,5.33,,,33.82,34.22,13.76,15.34,"<a class="""" href=""https://sailboatdata.com/sailboat/countess-44-pearson/pdf"">PDF</a>",1514,02247.jpg,,Pearson Yachts (USA),6-109,1970.0,Gray,Gas,109.0,492 L,,700 L,,,7.01,3.05,,16.08,,1c1cfeffebe14000
40,28,13.56,9.3,3.66,78.69,1.62,11340.0,3629.0,15.91,32.0,393.36,86,57,1965.0,59.0,62,40.68,1.64,0.98,14.63,4.62,12.83,5.33,,,33.82,34.22,13.76,15.34,"<a class="""" href=""https://sailboatdata.com/sailboat/countess-44-pearson/pdf"">PDF</a>",1514,02248.jpg,,Pearson Yachts (USA),6-109,1970.0,Gray,Gas,109.0,492 L,,700 L,,,7.01,3.05,,16.08,,f7f7878183ff0703
31,30,7.92,6.65,2.44,30.38,1.8,2495.0,998.0,16.84,40.0,236.02,86,57,1966.0,,899,23.07,1.82,2.29,9.75,3.2,8.23,3.58,,,15.61,14.74,16.82,10.27,"<a class="""" href=""https://sailboatdata.com/sailboat/courier-26-sailstar/pdf"">PDF</a>",1515,02249.jpg,0.86,Sailstar Boats (USA),,1968.0,,,,,,,,,,,,,,f7fff7f701008301
23,13,10.67,9.15,3.42,50.9,2.04,5298.0,1363.0,17.09,25.73,192.74,86,10,2016.0,,679,22.88,1.98,2.56,11.92,3.5,11.79,4.12,,,20.86,24.29,15.16,12.42,"<a class="""" href=""https://sailboatdata.com/sailboat/cr-34-bavaria/pdf"">PDF</a>",1516,02250.jpg,,Bavaria Yachts,D1-20,,Volvo Penta,Diesel; Saildrive,20.0,150 L,1.96,150 L,,,,,,15.0,,ffffe770838782c3
23,13,10.67,9.15,3.42,50.9,2.04,5298.0,1363.0,17.09,25.73,192.74,86,10,2016.0,,679,22.88,1.98,2.56,11.92,3.5,11.79,4.12,,,20.86,24.29,15.16,12.42,"<a class="""" href=""https://sailboatdata.com/sailboat/cr-34-bavaria/pdf"">PDF</a>",1516,02251.jpg,,Bavaria Yachts,D1-20,,Volvo Penta,Diesel; Saildrive,20.0,150 L,1.96,150 L,,,,,,15.0,,f79111bf8f010197
34,23,5.18,4.88,2.06,16.54,1.22,877.0,,18.39,,210.79,86,-1,1992.0,100.0,1928,14.4,2.17,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crabber-17/pdf"">PDF</a>",1517,02252.jpg,0.48,Cornish Crabbers LLC (UK),,,,,,,,,,,,,,,,ffefefc3c1800000
3,13,6.1,4.88,2.44,18.58,0.84,522.0,,29.19,,125.21,86,-1,1963.0,,1533,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cracksman-20/pdf"">PDF</a>",1518,02253.jpg,0.25,Newbridge Boats,,,,,,,,,,0.83,,,,,,ffffffffffff0000
44,9,11.89,8.53,3.4,,1.75,8526.0,3357.0,,39.37,382.68,353,10,1983.0,9.0,2218,37.39,1.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/creala-36/pdf"">PDF</a>",1519,02254.jpg,,Seacraft International (PHL),3HMF,1987.0,Yanmar,Diesel,34.0,130 L,1.9,450 L,,,,,,,,ff0f00087e0287ff
40,9,10.39,7.98,3.05,49.52,1.5,5443.0,2177.0,16.33,40.0,298.9,86,-1,1979.0,,2252,30.25,1.75,1.7,12.28,4.42,10.49,4.27,,,27.14,22.37,16.33,13.05,"<a class="""" href=""https://sailboatdata.com/sailboat/crealock-34-pacific-seacraft/pdf"">PDF</a>",1520,02255.jpg,,Pacific Seacraft,,,,,,,,,,,,,,,,fff7e7f7ffff0001
25,30,11.25,8.46,3.3,53.23,1.62,7257.0,2722.0,14.49,37.5,334.26,86,57,1979.0,,2252,33.99,1.72,1.42,13.41,4.82,11.64,4.36,,,32.29,25.37,15.7,14.25,"<a class="""" href=""https://sailboatdata.com/sailboat/crealock-37-pacific-seacraft/pdf"">PDF</a>",1521,02256.jpg,,"Cruising Consultants, Inc. / Pacific Seacraft",,,Volvo,Diesel,,151 L,1.93,360 L,,,,,,,,f3f3fbfb77360600
25,30,11.25,8.46,3.3,53.23,1.62,7257.0,2722.0,14.49,37.5,334.26,86,57,1979.0,,2252,33.99,1.72,1.42,13.41,4.82,11.64,4.36,,,32.29,25.37,15.7,14.25,"<a class="""" href=""https://sailboatdata.com/sailboat/crealock-37-pacific-seacraft/pdf"">PDF</a>",1521,02257.jpg,,"Cruising Consultants, Inc. / Pacific Seacraft",,,Volvo,Diesel,,151 L,1.93,360 L,,,,,,,,ffffe8f8ffff0183
25,9,13.44,10.24,3.86,90.21,1.91,12474.0,4763.0,17.12,38.18,324.22,86,-1,1990.0,,2252,39.33,1.68,1.58,16.96,5.89,14.68,5.49,,,49.95,40.28,17.12,17.95,"<a class="""" href=""https://sailboatdata.com/sailboat/crealock-44-pacific-seacraft/pdf"">PDF</a>",1522,02258.jpg,,Pacific Seacraft,,,,,,,,,,,,,,,,0060ffffff7c7c00
25,9,13.44,10.24,3.86,90.21,1.91,12474.0,4763.0,17.12,38.18,324.22,86,-1,1990.0,,2252,39.33,1.68,1.58,16.96,5.89,14.68,5.49,,,49.95,40.28,17.12,17.95,"<a class="""" href=""https://sailboatdata.com/sailboat/crealock-44-pacific-seacraft/pdf"">PDF</a>",1522,02259.jpg,,Pacific Seacraft,,,,,,,,,,,,,,,,ffffeff7f7f7c600
25,30,9.14,7.01,3.2,35.86,1.68,4082.0,1588.0,14.32,38.89,330.23,86,-1,1964.0,,1816,24.18,2.02,1.34,9.88,3.6,10.15,3.57,,,17.76,18.1,14.32,10.51,"<a class="""" href=""https://sailboatdata.com/sailboat/creekmore-30-1/pdf"">PDF</a>",1523,02260.jpg,,Creekmore Boats,,1968.0,,,,,,,,,,,,,,f7f7e7d7b7f60001
16,30,10.36,8.99,3.51,54.72,1.49,7711.0,,14.31,,295.62,86,-1,1975.0,,1401,32.93,1.79,1.56,14.02,4.27,12.04,4.11,,,29.91,24.77,14.3,14.66,"<a class="""" href=""https://sailboatdata.com/sailboat/creekmore-34/pdf"">PDF</a>",1524,02261.jpg,,,,,,,,,,,,,,,,,,000800ff7fbf7e3e
16,30,10.36,8.99,3.51,54.72,1.49,7711.0,,14.31,,295.62,86,-1,1975.0,,1401,32.93,1.79,1.56,14.02,4.27,12.04,4.11,,,29.91,24.77,14.3,14.66,"<a class="""" href=""https://sailboatdata.com/sailboat/creekmore-34/pdf"">PDF</a>",1524,02262.jpg,,,,,,,,,,,,,,,,,,f7e7e7d3d7b78101
34,30,10.97,9.14,2.95,,2.13,6350.0,2268.0,,35.71,231.48,86,57,1960.0,,1816,33.13,1.61,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/creekmore-36/pdf"">PDF</a>",1525,02263.jpg,1.22,Various,,,,,,,,,,,,,,,,fffffffe00001e0e
23,30,7.06,5.18,2.44,21.0,1.22,1179.0,363.0,19.17,30.77,236.25,86,57,1979.0,,1401,13.36,2.33,2.52,8.53,2.44,7.32,2.9,,,10.41,10.59,19.17,8.88,"<a class="""" href=""https://sailboatdata.com/sailboat/creekmore-7m/pdf"">PDF</a>",1526,02264.jpg,,Roberts & Matthews (USA),,,,,,,,,,,,,,9.35,,f3f3f3c383c300ff
16,13,7.32,5.64,1.98,13.56,1.24,1202.0,544.0,12.23,45.28,186.85,590,-1,1953.0,27.0,1848,16.78,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crescent/pdf"">PDF</a>",1527,02265.jpg,,M. E. Hill / Customflex (USA),,1974.0,,,,,,,,,,,,,,fffbf3e3c3000000
9,13,4.72,,1.7,13.19,,204.0,,38.74,,,509,-1,1958.0,,331,,2.91,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crescent-16/pdf"">PDF</a>",1528,02266.jpg,,,,,,,,,,,,,,,,,,fffffbfb08080000
11,13,4.25,4.0,1.52,7.62,0.6,77.0,,42.78,,33.6,86,-1,1971.0,,1731,2.31,3.6,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crestwind/pdf"">PDF</a>",1529,02267.jpg,0.18,Sears & Roebuck & Co. (USA),,,,,,,,,,,,,,,,fbf3f3f9f9030077
40,28,11.0,8.13,3.66,76.74,1.41,8636.0,3048.0,18.61,35.3,448.05,86,-1,1988.0,,2303,36.45,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cromarty-36/pdf"">PDF</a>",1530,02268.jpg,,Blondecell Ltd. (UK),D2,,Volvo Penta,Diesel,55.0,454 L,,454 L,,,,,,,,13f0f4ff7a7b3e00
40,28,11.0,8.13,3.66,76.74,1.41,8636.0,3048.0,18.61,35.3,448.05,86,-1,1988.0,,2303,36.45,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cromarty-36/pdf"">PDF</a>",1530,02269.jpg,,Blondecell Ltd. (UK),D2,,Volvo Penta,Diesel,55.0,454 L,,454 L,,,,,,,,fffbf98181efd3d3
11,13,7.62,,2.19,19.51,1.37,907.0,381.0,21.22,42.0,,335,84,1980.0,,353,,2.28,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crown-25-schumacher/pdf"">PDF</a>",1531,02270.jpg,0.61,Sea Crown Marine (USA),,,,,,,,,,,,,,9.75,,f7e7f7d7f78701ef
23,30,8.46,7.11,2.69,34.56,1.47,3039.0,1315.0,16.8,43.28,235.55,86,-1,1976.0,,325,23.07,1.88,2.29,11.18,3.61,9.45,3.05,,,20.15,14.4,16.79,11.74,"<a class="""" href=""https://sailboatdata.com/sailboat/crown-28/pdf"">PDF</a>",1532,02271.jpg,,Calgan Marine (CAN),,,,,,45 L,,95 L,,,,,,11.28,,ffffffffff381000
23,30,8.46,7.11,2.69,34.56,1.47,3039.0,1315.0,16.8,43.28,235.55,86,-1,1976.0,,325,23.07,1.88,2.29,11.18,3.61,9.45,3.05,,,20.15,14.4,16.79,11.74,"<a class="""" href=""https://sailboatdata.com/sailboat/crown-28/pdf"">PDF</a>",1532,02272.jpg,,Calgan Marine (CAN),,,,,,45 L,,95 L,,,,,,11.28,,f7efffd700030303
25,30,10.3,8.51,3.33,51.47,1.8,4763.0,2177.0,18.55,45.71,215.37,86,-1,1975.0,30.0,932,22.64,2.0,2.67,13.78,4.51,11.83,3.32,,,31.07,19.65,18.28,14.5,"<a class="""" href=""https://sailboatdata.com/sailboat/crown-34/pdf"">PDF</a>",1533,02273.jpg,,Calgan Marine (CAN),2QM15H,1979.0,Yanmar,Diesel,16.0,76 L,,114 L,,,,,,,,fffffdf9fb1b1800
25,30,10.3,8.51,3.33,51.47,1.8,4763.0,2177.0,18.55,45.71,215.37,86,-1,1975.0,30.0,932,22.64,2.0,2.67,13.78,4.51,11.83,3.32,,,31.07,19.65,18.28,14.5,"<a class="""" href=""https://sailboatdata.com/sailboat/crown-34/pdf"">PDF</a>",1533,02274.jpg,,Calgan Marine (CAN),2QM15H,1979.0,Yanmar,Diesel,16.0,76 L,,114 L,,,,,,,,ef80c0ffe3c080e3
40,9,9.14,7.01,3.25,64.66,1.83,5443.0,1361.0,21.32,25.0,440.3,86,-1,1969.0,,4,31.56,1.87,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cruisaire-30-clipper-cheoy-lee/pdf"">PDF</a>",1534,02275.jpg,0.76,Cheoy Lee Shipyard Ltd.(HK),4-107,,Westerbeke,Diesel,,114 L,,189 L,,,,,,,,fffffffff5030303
40,28,10.82,8.38,3.2,52.21,1.55,7257.0,2177.0,14.21,30.0,343.46,86,41,1967.0,8.0,1316,36.09,1.67,1.26,12.42,4.32,10.74,4.72,,,26.8,25.38,14.21,13.15,"<a class="""" href=""https://sailboatdata.com/sailboat/cruisaire-36-cheoy-lee/pdf"">PDF</a>",1535,02276.jpg,,Cheoy Lee Shipyard Ltd.(HK),4-107,,Westerbeke,Diesel,,151 L,,303 L,,,,,,,,f7f7f7f7f7000101
40,30,11.23,8.53,3.35,53.61,1.22,8800.0,,12.84,,394.53,86,-1,1969.0,,211,40.13,1.64,0.92,12.19,4.06,10.82,5.33,,,24.77,28.86,12.84,12.85,"<a class="""" href=""https://sailboatdata.com/sailboat/cruisemaster-37/pdf"">PDF</a>",1536,02277.jpg,,Cheoy Lee Shipyard (HK),4-107,,Westerbeke,Diesel,50.0,,,,,,,,,,,ffffffff82818101
57,12,9.7,9.45,6.88,52.7,2.1,2181.0,,31.95,,72.05,271,-1,2012.0,,1031,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cruze-970-corsair/pdf"">PDF</a>",1537,02278.jpg,0.45,Corsair Marine,,,,,,,,151 L,,0.96,,,,13.7,,f3f3f303c025a020
57,12,9.7,9.45,6.88,52.7,2.1,2181.0,,31.95,,72.05,271,-1,2012.0,,1031,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/cruze-970-corsair/pdf"">PDF</a>",1537,02279.jpg,0.45,Corsair Marine,,,,,,,,151 L,,0.96,,,,13.7,,fff7c3ffe70081e7
24,30,6.93,5.54,2.29,20.9,1.07,1361.0,376.0,17.35,27.67,223.26,86,-1,1961.0,,41,16.19,2.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crystal-23/pdf"">PDF</a>",1538,02280.jpg,,French Bros. /Seamaster (UK),,,Volvo,,,,,,,,,,,,,e7e7e7eeff7f8100
0,13,4.72,,2.29,12.36,0.34,181.0,,39.25,,,86,-1,1982.0,,164,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/crystal-cat/pdf"">PDF</a>",1539,02281.jpg,,Rainbow Boat Co. (USA),,1986.0,,,,,,,,,,,,,,00003effff1e7c00
51,13,6.58,5.33,2.44,18.02,1.52,998.0,499.0,18.39,50.0,183.26,86,-1,1971.0,500.0,1231,11.38,2.46,3.08,8.08,2.53,7.32,2.13,,,10.22,7.8,18.39,8.46,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-22/pdf"">PDF</a>",1540,02282.jpg,0.61,Canadian Sailcraft (CAN),,1976.0,,,,,,,,,,,,,,f8f0f0f0f0f0fc80
51,13,6.58,5.33,2.44,18.02,1.52,998.0,499.0,18.39,50.0,183.26,86,-1,1971.0,500.0,1231,11.38,2.46,3.08,8.08,2.53,7.32,2.13,,,10.22,7.8,18.39,8.46,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-22/pdf"">PDF</a>",1540,02283.jpg,0.61,Canadian Sailcraft (CAN),,1976.0,,,,,,,,,,,,,,f7f7e7c3f7e501ef
24,30,8.23,7.29,2.84,31.68,1.58,2767.0,1089.0,16.39,39.34,198.97,86,44,1975.0,480.0,1826,19.38,2.05,2.65,11.03,3.29,9.14,2.96,,,18.16,13.52,16.39,11.51,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-27/pdf"">PDF</a>",1541,02284.jpg,,Canadian Sailcraft (CAN),YSE,1983.0,Yanmar,Diesel,,,,,,,,,,11.51,,9d080081f8ff7e00
24,30,8.23,7.29,2.84,31.68,1.58,2767.0,1089.0,16.39,39.34,198.97,86,44,1975.0,480.0,1826,19.38,2.05,2.65,11.03,3.29,9.14,2.96,,,18.16,13.52,16.39,11.51,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-27/pdf"">PDF</a>",1541,02285.jpg,,Canadian Sailcraft (CAN),YSE,1983.0,Yanmar,Diesel,,,,,,,,,,11.51,,f7f7ffff0000f7e3
23,30,9.14,7.75,3.12,42.92,1.68,3629.0,1560.0,18.54,43.0,217.43,86,-1,1984.0,500.0,2134,20.79,2.05,2.67,12.8,3.66,11.13,3.51,,,23.41,19.5,18.53,13.31,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-30/pdf"">PDF</a>",1542,02286.jpg,,Canadian Sailcraft (CAN),2002.0,1990.0,Volvo,Diesel,18.0,72 L,,114 L,,,,,,,,006060f0f8ff3c20
23,30,9.14,7.75,3.12,42.92,1.68,3629.0,1560.0,18.54,43.0,217.43,86,-1,1984.0,500.0,2134,20.79,2.05,2.67,12.8,3.66,11.13,3.51,,,23.41,19.5,18.53,13.31,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-30/pdf"">PDF</a>",1542,02287.jpg,,Canadian Sailcraft (CAN),2002.0,1990.0,Volvo,Diesel,18.0,72 L,,114 L,,,,,,,,f7f7c743e7ff8500
23,30,9.96,8.05,3.25,46.73,1.77,4536.0,1928.0,17.4,42.5,242.08,226,57,1979.0,450.0,1826,23.33,1.98,2.29,13.41,4.02,11.58,3.41,,,26.98,19.77,17.4,14.0,"<a class="""" href=""https://sailboatdata.com/sailboat/cs-33/pdf"">PDF</a>",1543,02288.jpg,,Canadian Sailcraft (CAN),,1987.0,Westerbeke,Diesel,21.0,91 L,,227 L,,,,,,,,ed6938302038fe9c
