Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
5,13,13.61,12.75,7.7,79.9,1.3,12150.0,,15.43,,163.38,89,-1,2004.0,423.0,2126,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-440/pdf"">PDF</a>",3576,05339.jpg,,1500,-1,2010.0,150,24,199,280,,375,-1,0.58,,,,21.4,
16,13,10.13,7.39,2.74,40.88,1.62,5330.0,,13.67,,367.84,596,-1,1941.0,9.0,1540,36.09,1.59,1.15,8.53,3.35,11.28,5.18,,,14.31,29.22,14.55,9.17,"<a class="""" href=""https://sailboatdata.com/sailboat/spaulding-33/pdf"">PDF</a>",5899,08738.jpg,,2525,-1,1968.0,-1,-1,-1,-1,,-1,-1,,,,,,
23,1,12.02,10.57,3.94,92.07,1.98,8200.0,2541.0,23.11,31.0,193.65,89,-1,2009.0,,812,25.63,1.97,2.81,14.23,3.68,14.45,5.87,,,26.19,42.4,17.21,14.69,"<a class="""" href=""https://sailboatdata.com/sailboat/hunter-39/pdf"">PDF</a>",3118,04661.jpg,,1273,-1,,176,12,81,68,,156,-1,,,,,18.9,
25,35,15.75,13.79,4.24,109.07,1.52,17237.0,3629.0,16.69,21.05,183.1,89,-1,1980.0,,1361,37.33,1.66,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/gulfstar-52-ms/pdf"">PDF</a>",2748,04078.jpg,,1119,-1,,98,12,22,32,,342,-1,,,,,,
25,9,14.27,11.51,4.34,97.73,1.83,14515.0,6577.0,16.77,45.31,265.55,89,-1,1981.0,56.0,1972,35.52,1.8,2.01,18.29,5.79,16.31,5.49,,,52.95,44.73,16.76,19.18,"<a class="""" href=""https://sailboatdata.com/sailboat/stevens-47/pdf"">PDF</a>",5996,08870.jpg,,2173,-1,1986.0,42,12,115,185,,383,-1,,,,,,
16,30,8.12,6.6,2.35,,1.35,2800.0,1200.0,,42.86,271.57,275,52,1963.0,130.0,1324,27.12,1.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bandholm-26/pdf"">PDF</a>",432,00640.jpg,,254,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,7.62,6.1,2.44,26.57,1.22,1814.0,771.0,18.21,42.5,223.21,327,52,1965.0,1848.0,316,18.01,2.02,2.57,9.08,3.05,7.62,3.35,,,13.84,12.77,18.24,9.58,"<a class="""" href=""https://sailboatdata.com/sailboat/cal-25/pdf"">PDF</a>",848,01270.jpg,,1381,-1,1976.0,82,-1,-1,-1,,-1,-1,,,,,,
25,28,12.5,9.75,3.75,63.82,1.75,8610.0,3450.0,15.51,40.07,258.85,89,-1,1971.0,,1504,29.89,1.85,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dufour-sortilege-41/pdf"">PDF</a>",1881,02778.jpg,,823,-1,,98,12,139,132,,276,-1,,,,,,
36,13,7.32,7.32,2.51,41.81,1.75,658.0,195.0,56.32,29.66,46.83,89,-1,1998.0,14.0,538,5.62,2.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-243/pdf"">PDF</a>",3913,05838.jpg,,1684,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,9.1,6.71,3.06,36.7,1.71,3719.0,,15.59,,343.79,89,-1,1971.0,491.0,2118,24.1,1.99,1.35,11.55,3.75,10.36,2.9,,,21.65,15.0,15.58,12.15,"<a class="""" href=""https://sailboatdata.com/sailboat/comet-910/pdf"">PDF</a>",1328,01985.jpg,,643,-1,1987.0,150,12,37,-1,,-1,-1,,,,,,
60,13,4.9,4.5,1.7,13.01,1.01,200.0,,38.77,,61.21,582,-1,1955.0,150.0,1951,4.54,2.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/gemini-cape-cod/pdf"">PDF</a>",2596,03861.jpg,0.18,470,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
19,13,9.98,8.74,3.38,53.33,2.01,4656.0,1675.0,19.51,35.98,194.46,89,-1,2006.0,,658,21.56,2.04,3.06,13.18,3.68,12.8,4.54,,,24.27,29.07,19.51,13.69,"<a class="""" href=""https://sailboatdata.com/sailboat/first-10r-beneteau/pdf"">PDF</a>",2345,03480.jpg,,301,149,,176,12,62,302,,393,-1,,,,,15.8,
23,30,8.69,7.26,3.1,36.79,1.6,3765.0,1451.0,15.51,38.55,273.82,89,52,1991.0,620.0,797,23.15,2.01,1.71,11.13,3.29,9.45,3.28,,,18.31,15.48,14.24,11.6,"<a class="""" href=""https://sailboatdata.com/sailboat/catalina-28/pdf"">PDF</a>",1024,01534.jpg,,508,431,,133,12,-1,295,,-1,-1,,,,,,
23,30,7.92,6.25,2.82,31.59,1.52,1814.0,771.0,21.65,42.5,207.28,89,52,1986.0,,38,14.41,2.33,3.12,10.52,3.07,9.3,3.33,,,16.15,15.47,21.67,10.96,"<a class="""" href=""https://sailboatdata.com/sailboat/andrews-26/pdf"">PDF</a>",223,00325.jpg,,2157,-1,,33,12,-1,-1,,-1,-1,,,,,,
19,13,11.97,10.67,3.95,59.37,1.9,7095.0,2095.0,16.41,29.53,162.87,89,39,2007.0,,189,21.98,2.08,3.1,13.93,4.13,13.3,4.6,,,28.76,30.58,16.4,14.53,"<a class="""" href=""https://sailboatdata.com/sailboat/cyclades-393-beneteau/pdf"">PDF</a>",1580,02338.jpg,,299,-1,,176,12,136,121,,174,-1,,,,,,
19,13,13.1,11.6,3.79,129.88,2.65,8750.0,,31.22,,156.2,89,52,2002.0,,1279,26.32,1.86,4.12,17.12,4.9,18.05,6.21,4.87,17.24,41.96,56.03,23.55,17.81,"<a class="""" href=""https://sailboatdata.com/sailboat/grand-soleil-44/pdf"">PDF</a>",2681,03980.jpg,,457,224,,176,12,164,337,,118,-1,,,,,,
23,30,7.21,6.1,2.41,22.67,1.14,1542.0,680.0,17.31,44.12,189.73,89,-1,1971.0,740.0,747,15.81,2.11,2.87,8.39,2.97,7.32,2.8,,,12.47,10.22,17.33,8.9,"<a class="""" href=""https://sailboatdata.com/sailboat/ranger-23/pdf"">PDF</a>",5121,07619.jpg,,2200,-1,1978.0,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,11.0,9.24,3.66,56.49,1.47,6464.0,2478.0,16.61,38.33,228.01,89,52,1983.0,23.0,1813,25.1,1.98,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/gulfstar-36/pdf"">PDF</a>",2733,04054.jpg,,1519,-1,1985.0,165,12,76,92,,90,-1,,,,,,
34,13,5.5,4.65,1.92,15.98,0.99,560.0,150.0,23.95,26.8,155.15,443,-1,1954.0,,1139,10.21,2.35,4.15,5.64,2.17,6.65,2.89,2.4,5.79,6.12,9.61,23.58,6.04,"<a class="""" href=""https://sailboatdata.com/sailboat/corsaire/pdf"">PDF</a>",1506,02237.jpg,0.53,551,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,4,4.37,4.01,2.13,12.08,1.07,308.0,,26.94,,133.2,582,-1,1947.0,,594,5.82,3.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/stur-dee-cat/pdf"">PDF</a>",6018,08902.jpg,0.25,2563,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,30,7.92,5.79,2.36,25.55,1.83,1814.0,,17.51,,260.35,89,52,1963.0,120.0,2220,19.15,1.96,2.12,8.56,2.83,7.32,3.66,,,12.14,13.38,17.49,9.02,"<a class="""" href=""https://sailboatdata.com/sailboat/sailmaster-26/pdf"">PDF</a>",5368,07981.jpg,0.67,2866,-1,1969.0,-1,-1,-1,-1,,-1,-1,,,,,,
16,13,4.65,3.43,1.6,13.38,0.91,249.0,,34.37,,172.45,549,-1,1922.0,375.0,2052,7.49,2.56,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/wee-scot/pdf"">PDF</a>",6871,10151.jpg,,1757,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,11.05,9.08,3.0,52.95,1.6,5200.0,1928.0,18.0,37.07,193.39,89,39,1971.0,254.0,855,26.56,1.75,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/kirk-36-amel/pdf"">PDF</a>",3524,05261.jpg,,537,-1,1978.0,150,12,-1,349,,141,-1,,,,,,
19,30,13.15,11.75,3.94,79.9,1.7,8845.0,2647.0,19.07,29.93,151.95,89,-1,2002.0,,834,24.97,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/beneteau-423/pdf"">PDF</a>",576,00864.jpg,,299,-1,,143,12,199,113,,273,-1,,,,,,
12,13,5.18,4.7,1.98,15.79,1.19,363.0,91.0,31.62,25.0,97.41,89,-1,1964.0,,1972,6.42,2.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mustang-17/pdf"">PDF</a>",4239,06300.jpg,0.28,2659,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,30,5.21,4.82,2.23,16.44,1.07,612.0,227.0,23.23,37.04,151.93,89,-1,1975.0,,1407,9.06,2.66,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/montgomery-17-fd/pdf"">PDF</a>",4103,06110.jpg,0.53,1776,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
9,13,5.49,4.88,2.18,14.12,1.07,680.0,204.0,18.6,30.0,163.49,166,-1,2006.0,,934,10.14,2.5,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ruesch-55/pdf"">PDF</a>",5272,07831.jpg,0.25,214,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,28,12.7,10.3,3.7,91.0,1.85,9500.0,3700.0,20.71,38.95,242.35,89,39,1986.0,,340,32.21,1.76,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aphrodite-42/pdf"">PDF</a>",255,00371.jpg,,2228,480,,143,12,177,129,,183,-1,,,,,16.51,
23,30,9.75,8.08,3.35,44.69,1.37,4445.0,1804.0,16.86,40.58,235.09,89,52,1974.0,160.0,291,22.07,2.06,2.31,12.19,3.96,10.36,3.96,,,24.15,20.53,16.86,12.82,"<a class="""" href=""https://sailboatdata.com/sailboat/ontario-32/pdf"">PDF</a>",4695,06983.jpg,,1987,-1,1986.0,176,12,33,349,,141,-1,,,,,13.72,
8,13,6.8,,2.55,20.5,1.3,1150.0,282.0,19.04,24.54,,89,-1,1993.0,,106,,2.46,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/sportina-682/pdf"">PDF</a>",5938,08790.jpg,0.29,2534,-1,,-1,-1,-1,-1,1.41,-1,-1,,,,,8.0,
4,5,5.49,,3.35,17.93,0.86,150.0,,64.74,,,89,-1,1979.0,,2073,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/nacra-55-18-sq-meter/pdf"">PDF</a>",4270,06339.jpg,0.13,2073,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,28,14.25,10.06,3.67,92.72,2.03,12020.0,4536.0,18.04,37.74,329.2,89,52,1973.0,,3,40.13,1.62,1.42,16.31,5.27,14.63,4.88,,,42.99,35.67,15.3,17.14,"<a class="""" href=""https://sailboatdata.com/sailboat/offshore-47-cheoy-lee/pdf"">PDF</a>",4662,06930.jpg,,573,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
9,13,5.39,4.93,1.93,13.66,1.45,363.0,107.0,27.34,29.38,84.47,89,-1,1974.0,,900,6.36,2.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/newport-17/pdf"">PDF</a>",4404,06536.jpg,0.23,1569,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
56,13,7.62,7.01,3.05,38.0,0.53,123.0,,156.03,,9.98,89,-1,1969.0,,1786,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/typhoon-25-trimaran/pdf"">PDF</a>",6593,09750.jpg,,2326,-1,,-1,-1,-1,-1,,-1,-1,2.94,,,,,
25,30,11.37,8.69,3.58,61.97,2.06,6895.0,3402.0,17.46,49.34,293.13,89,52,1976.0,,1972,28.35,1.9,1.84,15.24,4.88,13.56,3.66,,,37.16,24.81,17.46,16.0,"<a class="""" href=""https://sailboatdata.com/sailboat/tartan-38/pdf"">PDF</a>",6358,09426.jpg,,2627,-1,1989.0,37,12,70,345,,127,-1,,,,,,
0,12,4.8,,2.3,13.75,0.5,125.0,,55.92,,,486,-1,1997.0,,2259,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/dart-16-race/pdf"">PDF</a>",1599,02364.jpg,,1516,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
12,6,3.89,,1.52,5.95,0.53,59.0,,39.92,,,89,-1,1997.0,,973,,3.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/expo-125-catalina/pdf"">PDF</a>",2168,03213.jpg,0.1,508,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
63,13,8.98,7.7,3.0,51.0,1.1,3000.0,1200.0,25.01,40.01,183.2,89,34,2007.0,,1820,18.34,2.1,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bi-loup-30/pdf"">PDF</a>",603,00911.jpg,,559,-1,,-1,12,64,195,1.88,83,-1,,,,,,
56,13,8.0,7.32,4.88,34.37,1.45,1270.0,,29.88,,90.42,89,-1,1970.0,200.0,2085,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/telstar-8m/pdf"">PDF</a>",6409,09500.jpg,0.46,2352,-1,1981.0,-1,-1,70,215,,384,-1,0.89,,,,10.97,
25,13,7.8,6.42,2.6,26.76,1.5,2200.0,900.0,16.13,40.91,231.8,89,-1,1978.0,350.0,2089,19.23,2.02,2.27,8.8,2.75,9.8,3.0,,,12.1,14.7,16.15,9.22,"<a class="""" href=""https://sailboatdata.com/sailboat/sunwind-26/pdf"">PDF</a>",6176,09152.jpg,,2006,543,1982.0,150,12,181,93,,336,-1,,,,,10.95,
25,13,7.27,6.52,2.5,23.3,1.25,1420.0,610.0,18.8,42.96,142.82,89,-1,,,867,13.26,2.24,3.58,8.0,2.7,7.8,2.85,,,10.8,11.11,17.68,8.44,"<a class="""" href=""https://sailboatdata.com/sailboat/sirius-727/pdf"">PDF</a>",5729,08490.jpg,,1110,-1,,-1,-1,-1,-1,,277,-1,,,,,,
23,30,9.08,7.62,2.9,41.34,1.52,3774.0,1615.0,17.4,42.79,237.71,212,52,1971.0,1000.0,2216,24.25,1.88,2.34,11.89,3.86,10.21,3.61,,,22.95,18.41,17.41,12.5,"<a class="""" href=""https://sailboatdata.com/sailboat/pearson-30/pdf"">PDF</a>",4870,07244.jpg,,2064,320,1981.0,133,48,-1,302,,359,-1,,,,,12.88,
65,30,11.0,8.56,3.51,53.33,1.45,5987.0,2404.0,16.5,40.15,266.15,89,52,1991.0,50.0,1987,25.88,1.95,1.98,13.72,4.04,11.81,4.34,,,27.7,25.65,16.51,14.3,"<a class="""" href=""https://sailboatdata.com/sailboat/starlight-35/pdf"">PDF</a>",5977,08846.jpg,,2315,520,1997.0,150,12,81,58,,106,-1,,,,,,
23,13,9.45,7.62,3.2,43.29,1.68,4264.0,1724.0,16.8,40.43,268.57,89,52,1977.0,,2216,23.65,1.99,1.99,10.67,3.6,11.89,4.05,,,19.18,24.09,16.79,11.26,"<a class="""" href=""https://sailboatdata.com/sailboat/pearson-31/pdf"">PDF</a>",4873,07250.jpg,,2064,320,1981.0,133,48,74,-1,,-1,-1,,,,,,
23,13,10.52,8.99,3.35,60.94,1.85,5216.0,,20.67,,199.98,89,39,1979.0,25.0,1902,23.52,1.95,2.67,10.97,3.96,12.88,4.27,,,21.74,27.48,16.69,11.67,"<a class="""" href=""https://sailboatdata.com/sailboat/nicholson-345/pdf"">PDF</a>",4438,06587.jpg,,447,-1,1981.0,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,8.99,7.37,3.4,42.64,1.62,2261.0,1043.0,25.24,46.14,157.61,89,-1,1982.0,,650,12.02,2.62,4.29,12.29,3.66,11.23,3.58,,,22.48,20.1,25.2,12.83,"<a class="""" href=""https://sailboatdata.com/sailboat/capri-30-catalina/pdf"">PDF</a>",951,01423.jpg,,508,-1,,-1,-1,-1,-1,,-1,-1,,,,,13.41,
25,9,16.15,12.5,4.42,119.29,2.37,19848.0,8165.0,16.62,41.14,283.44,238,-1,1977.0,,385,43.07,1.65,1.85,19.2,6.92,17.53,6.04,,,66.43,52.89,16.62,20.41,"<a class="""" href=""https://sailboatdata.com/sailboat/wittholz-53-cheoy-lee/pdf"">PDF</a>",6976,10293.jpg,,573,185,,98,12,203,301,,17,-1,,,,,,
25,30,14.94,14.37,4.58,,2.0,12000.0,3800.0,,31.67,112.82,89,52,1990.0,,1024,23.24,2.02,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/atlantic-49/pdf"">PDF</a>",333,00479.jpg,,226,-1,,41,12,199,143,,350,-1,,,,,,
16,20,14.94,9.45,3.12,53.42,2.23,14515.0,4536.0,9.17,31.25,479.53,506,-1,1902.0,13.0,944,61.22,1.29,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bar-harbor-31/pdf"">PDF</a>",446,00662.jpg,,1193,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,9,12.06,9.75,4.01,82.22,1.4,9525.0,4082.0,18.68,42.86,286.1,89,-1,1998.0,169.0,229,30.6,1.91,1.77,15.29,5.23,13.05,4.62,,,39.98,30.16,15.93,16.16,"<a class="""" href=""https://sailboatdata.com/sailboat/island-packet-380/pdf"">PDF</a>",3318,04963.jpg,,1318,-1,2004.0,-1,12,164,164,1.96,296,-1,,,,,16.54,
25,28,12.19,10.97,4.06,73.21,1.45,11793.0,4536.0,14.42,38.46,248.78,89,-1,1976.0,30.0,1972,34.32,1.8,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/tartan-40-offshore/pdf"">PDF</a>",6362,09433.jpg,,2627,-1,,42,12,199,-1,,-1,-1,,,,,,
63,30,7.92,6.61,2.57,26.48,0.79,2041.0,907.0,16.78,44.44,197.42,89,-1,1966.0,200.0,1344,17.72,2.04,2.71,9.14,2.9,7.62,3.48,,,13.24,13.26,16.79,9.59,"<a class="""" href=""https://sailboatdata.com/sailboat/snapdragon-26/pdf"">PDF</a>",5764,08540.jpg,,2641,-1,1969.0,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,12.19,9.75,3.96,73.21,1.52,11340.0,4082.0,14.81,36.0,340.6,89,-1,1981.0,185.0,229,36.89,1.78,1.32,15.47,4.83,14.94,4.8,,,37.38,35.85,14.81,16.21,"<a class="""" href=""https://sailboatdata.com/sailboat/endeavour-40/pdf"">PDF</a>",2022,02988.jpg,,891,162,1985.0,98,12,157,144,1.93,296,-1,,,,,16.59,
44,30,12.24,8.39,3.28,64.47,1.64,7974.0,2948.0,16.49,36.97,375.73,89,52,1970.0,149.0,2036,36.68,1.66,1.16,13.87,4.44,12.02,4.88,,,30.82,29.32,15.38,14.56,"<a class="""" href=""https://sailboatdata.com/sailboat/bristol-40/pdf"">PDF</a>",751,01119.jpg,,380,320,1986.0,133,48,115,59,,239,-1,,,,,,
23,30,11.98,9.3,3.8,62.15,1.98,6786.0,3171.0,17.69,46.72,235.39,89,-1,1984.0,,793,24.22,2.03,2.39,14.69,4.63,12.8,4.39,,,34.03,28.09,17.69,15.4,"<a class="""" href=""https://sailboatdata.com/sailboat/dufour-f39/pdf"">PDF</a>",1879,02776.jpg,,824,162,,98,12,139,-1,,-1,-1,,,,,,
23,30,8.94,7.01,2.49,32.42,1.37,2948.0,1361.0,16.08,46.15,238.5,89,-1,1975.0,190.0,968,24.58,1.75,2.19,10.15,3.35,9.2,3.35,,,17.02,15.43,16.09,10.69,"<a class="""" href=""https://sailboatdata.com/sailboat/hughes-29/pdf"">PDF</a>",3039,04535.jpg,,1254,320,,133,48,-1,215,,336,-1,,,,,,
25,30,13.41,10.36,3.83,72.56,1.98,11177.0,4420.0,14.82,39.54,279.88,89,52,1973.0,18.0,1357,35.32,1.73,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/moody-44-1/pdf"">PDF</a>",4137,06159.jpg,,13,180,1975.0,98,12,127,217,,257,-1,,,,,,
40,30,8.35,7.1,2.75,30.01,0.95,4000.0,1800.0,12.15,45.0,311.61,89,-1,1972.0,1535.0,1636,29.68,1.75,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lm-27/pdf"">PDF</a>",3724,05549.jpg,,1567,388,1986.0,19,12,62,61,,76,-1,,,,,,
8,13,7.92,,2.86,30.0,1.44,2100.0,605.0,18.65,28.81,,89,38,2010.0,,2238,,2.25,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/phobos-25/pdf"">PDF</a>",4952,07372.jpg,0.34,732,575,,-1,-1,-1,-1,,-1,-1,,,,,11.2,
25,30,10.07,8.63,3.35,48.68,1.8,5643.0,2470.0,15.67,43.77,244.27,212,52,1973.0,230.0,2216,26.52,1.9,2.1,13.41,4.33,11.73,3.35,4.33,,29.02,19.67,15.67,14.09,"<a class="""" href=""https://sailboatdata.com/sailboat/pearson-10m/pdf"">PDF</a>",4859,07226.jpg,,2064,320,1981.0,133,48,-1,302,,90,-1,,,,,14.63,
23,30,12.55,9.09,3.12,67.73,1.88,8618.0,3629.0,16.44,42.11,319.56,89,-1,1968.0,9.0,861,39.81,1.54,1.56,14.63,4.88,12.74,5.03,,,35.67,32.04,16.44,15.42,"<a class="""" href=""https://sailboatdata.com/sailboat/hinckley-41-competition/pdf"">PDF</a>",2967,04427.jpg,,1181,-1,1975.0,-1,-1,-1,-1,,-1,-1,,,,,,
40,13,9.2,6.71,2.9,39.48,1.45,4536.0,1860.0,14.7,41.0,419.26,89,52,1982.0,,4,31.51,1.77,0.93,10.97,3.66,11.06,3.51,,,20.07,19.39,14.69,11.57,"<a class="""" href=""https://sailboatdata.com/sailboat/sea-sprite-30/pdf"">PDF</a>",5529,08207.jpg,,424,11,,133,12,27,-1,,-1,-1,,,,,,
19,13,11.53,9.73,3.61,62.52,1.8,8101.0,2701.0,15.82,33.34,245.16,89,52,2007.0,,1370,30.5,1.81,2.1,14.65,4.15,13.8,4.65,,,30.41,32.1,15.81,15.23,"<a class="""" href=""https://sailboatdata.com/sailboat/malo-37/pdf"">PDF</a>",3838,05723.jpg,,1625,94,,176,12,130,132,,206,-1,,,,,17.15,
23,13,14.35,,4.3,111.95,2.6,9500.0,3000.0,25.47,31.58,,89,-1,2020.0,,1466,,2.05,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/grand-soleil-44-polli/pdf"">PDF</a>",2682,03981.jpg,,457,-1,,150,35,172,84,,163,-1,,,,,,
24,30,7.01,6.1,2.31,22.48,1.14,1542.0,680.0,17.17,44.12,189.73,89,39,1981.0,,1259,16.92,2.02,2.85,8.23,3.05,7.01,2.83,,,12.54,9.94,17.17,8.78,"<a class="""" href=""https://sailboatdata.com/sailboat/sonic-23/pdf"">PDF</a>",5810,08610.jpg,,2492,-1,,-1,-1,-1,-1,,-1,-1,,,,,9.35,
19,13,11.34,10.63,3.65,67.35,2.35,7000.0,2207.0,18.78,31.53,162.49,459,-1,2008.0,,1825,24.58,1.93,3.43,14.98,4.16,14.61,4.96,,,31.16,36.22,18.79,15.55,"<a class="""" href=""https://sailboatdata.com/sailboat/elan-380/pdf"">PDF</a>",1961,02893.jpg,,872,-1,2010.0,-1,12,115,57,,181,-1,,,,,,
51,13,6.22,5.51,2.31,15.79,1.22,839.0,295.0,18.09,35.14,139.97,89,-1,1972.0,,532,10.25,2.47,3.68,5.43,2.53,6.28,2.83,,,6.86,8.9,18.05,5.99,"<a class="""" href=""https://sailboatdata.com/sailboat/ds-20/pdf"">PDF</a>",1806,02669.jpg,0.56,2377,-1,1983.0,-1,-1,-1,-1,,336,-1,,,,,8.53,
23,30,12.65,10.1,4.05,90.95,2.04,9000.0,3400.0,21.45,37.78,243.36,89,-1,1989.0,,793,27.44,1.97,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/grand-soleil-42-frers/pdf"">PDF</a>",2678,03977.jpg,,456,52,,150,12,136,70,,179,-1,,,,,,
23,30,9.98,8.08,2.83,46.82,1.86,3629.0,1814.0,20.22,50.0,191.91,89,52,1979.0,28.0,538,22.34,1.86,3.18,12.95,4.02,11.34,3.66,,,26.06,20.74,20.21,13.56,"<a class="""" href=""https://sailboatdata.com/sailboat/martin-32/pdf"">PDF</a>",3915,05841.jpg,,1684,550,1981.0,143,12,-1,-1,,-1,-1,,,,,,
18,30,16.5,14.5,4.79,126.0,2.15,20550.0,5360.0,17.15,26.08,187.89,460,52,2017.0,,183,36.06,1.77,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/amel-50/pdf"">PDF</a>",190,00279.jpg,,130,-1,,-1,12,9,279,,278,-1,,,,,22.5,
4,30,11.28,9.3,5.18,74.79,,2495.0,,41.46,,86.54,89,-1,1970.0,12.0,448,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/polynesian-concept/pdf"">PDF</a>",5012,07460.jpg,0.48,2834,-1,1972.0,-1,-1,-1,-1,,-1,-1,1.06,,,,,
16,30,11.58,9.83,3.05,,1.83,5897.0,1497.0,,25.38,173.02,89,-1,1972.0,,2043,27.53,1.7,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/northwest-38/pdf"">PDF</a>",4556,06760.jpg,,1938,34,,143,12,77,-1,,-1,-1,,,,,,
63,9,8.72,8.05,3.25,39.95,1.25,3000.0,990.0,19.59,33.01,160.29,410,-1,2005.0,,1428,16.15,2.28,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/rm-880/pdf"">PDF</a>",5221,07768.jpg,,2244,-1,,-1,-1,-1,215,,103,-1,,,,,,
10,13,5.18,3.2,1.73,12.73,1.07,181.0,,40.43,,154.26,552,-1,1936.0,1000.0,2201,4.92,3.08,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/national-one-design/pdf"">PDF</a>",4320,06414.jpg,0.05,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,28,11.3,9.0,3.6,69.0,1.7,7500.0,3000.0,18.38,40.0,286.66,89,-1,1977.0,,1505,29.99,1.86,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/chassiron-gt/pdf"">PDF</a>",1133,01694.jpg,,851,-1,1982.0,-1,12,150,76,,183,-1,,,,,,
10,13,4.27,3.89,1.77,11.24,1.14,204.0,,33.01,,96.92,89,-1,1960.0,200.0,1845,5.09,3.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/tallstar-14-sailstar/pdf"">PDF</a>",6312,09359.jpg,0.15,2334,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,3.66,3.58,1.42,6.32,1.3,118.0,,26.73,,71.55,518,-1,1946.0,,2100,4.36,2.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/firefly/pdf"">PDF</a>",2344,03479.jpg,0.25,932,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
